trans_id,cliente_id,valor,mcc,payment_method,taxa_padrao_esperada,isencao_documentada,taxa_cobrada_real
T102482,C128,155.51,7512,pix_debit,0.0,True,0.0
T102483,C100,185.38,5411,debit,0.03,False,0.03
T102484,C149,364.21,8011,credit,0.028,False,0.028
T102485,C112,53.11,5411,credit,0.03,False,0.03
T102486,C149,283.79,5812,voucher,0.028,False,0.028
T102487,C128,425.11,5812,pix_debit,0.0,True,0.0
T102488,C133,366.58,5812,pix_debit,0.025,False,0.0
T102489,C130,221.52,5941,pix_debit,0.0,True,0.0
T102490,C112,98.97,5813,pix_debit,0.03,False,0.0
T102491,C102,213.81,8011,credit,0.028,False,0.028
T102492,C122,157.66,5941,debit,0.03,False,0.03
T102493,C117,37.25,5813,credit,0.0,True,0.0
T102494,C128,318.07,5812,credit,0.0,True,0.0
T102495,C102,1063.46,8299,voucher,0.028,False,0.0
T102496,C120,168.73,8011,debit,0.025,False,0.025
T102497,C129,423.99,5411,pix_debit,0.03,False,0.0
T102498,C137,53.36,5941,credit,0.028,False,0.028
T102499,C105,289.67,4511,debit,0.028,False,0.028
T102500,C101,185.34,5411,credit,0.028,False,0.028
T102501,C123,1137.71,5411,credit,0.025,False,0.025
T102502,C128,38.04,5812,pix_debit,0.0,True,0.0
T102503,C139,70.17,8299,pix_credit,0.0,True,0.0
T102504,C137,164.1,5411,credit,0.028,False,0.028
T102505,C114,192.99,7512,debit,0.025,False,0.025
T102506,C138,214.03,5411,credit,0.03,False,0.03
T102507,C112,296.07,5941,credit,0.03,False,0.03
T102508,C124,44.92,8299,credit,0.03,False,0.0
T102509,C140,19.07,5941,debit,0.025,False,0.025
T102510,C123,345.36,5813,credit,0.025,False,0.025
T102511,C100,120.08,8299,debit,0.03,False,0.0
T102512,C110,31.8,7512,credit,0.025,False,0.025
T102513,C114,200.04,5812,credit,0.025,False,0.025
T102514,C111,89.78,5411,credit,0.03,False,0.03
T102515,C123,796.14,5812,debit,0.025,False,0.025
T102516,C142,352.63,5812,debit,0.0,True,0.0
T102517,C138,587.46,5813,pix_credit,0.03,False,0.03
T102518,C149,52.59,5941,credit,0.028,False,0.028
T102519,C128,152.86,7512,pix_credit,0.0,True,0.0
T102520,C115,70.47999999999999,7512,debit,0.03,False,0.03
T102521,C141,262.25,4511,credit,0.0,True,0.025
T102522,C114,356.41,5813,pix_credit,0.025,False,0.025
T102523,C115,469.84,7512,credit,0.03,False,0.03
T102524,C126,1420.38,7512,credit,0.03,False,0.03
T102525,C129,991.88,5812,credit,0.03,False,0.03
T102526,C134,357.05,4511,credit,0.03,False,0.03
T102527,C129,66.74000000000001,8011,voucher,0.03,False,0.03
T102528,C116,391.53,8011,credit,0.03,False,0.03
T102529,C102,40.95,5941,credit,0.028,False,0.028
T102530,C121,166.15,5941,voucher,0.03,False,0.03
T102531,C134,302.22,5941,debit,0.03,False,0.03
T102532,C113,174.66,4511,pix_credit,0.028,False,0.028
T102533,C136,425.95,4511,credit,0.028,False,0.028
T102534,C140,222.77,5411,debit,0.025,False,0.025
T102535,C141,362.05,4511,pix_debit,0.0,True,0.0
T102536,C112,124.2,5813,credit,0.03,False,0.03
T102537,C143,163.69,5411,pix_debit,0.028,False,0.0
T102538,C133,528.45,5812,debit,0.025,False,0.025
T102539,C137,25.52,7512,debit,0.028,False,0.028
T102540,C114,587.1,4511,credit,0.025,False,0.025
T102541,C109,586.63,8011,credit,0.028,False,0.028
T102542,C119,169.18,5813,credit,0.025,False,0.025
T102543,C122,134.88,5813,debit,0.03,False,0.03
T102544,C116,1074.52,8299,pix_debit,0.03,False,0.0
T102545,C139,215.29,8299,credit,0.0,True,0.0
T102546,C144,139.06,5813,debit,0.025,False,0.025
T102547,C144,200.25,4511,debit,0.025,False,0.025
T102548,C116,139.43,5941,credit,0.03,False,0.03
T102549,C137,389.09,4511,debit,0.028,False,0.028
T102550,C120,2644.79,5411,pix_debit,0.025,False,0.0
T102551,C100,320.2,5812,credit,0.03,False,0.03
T102552,C109,604.34,8299,credit,0.028,False,0.0
T102553,C147,1208.2,5411,pix_debit,0.03,False,0.0
T102554,C122,772.3,5941,debit,0.03,False,0.03
T102555,C138,688.62,8011,credit,0.03,False,0.03
T102556,C101,267.07,5411,credit,0.028,False,0.028
T102557,C144,112.81,7512,pix_debit,0.025,False,0.0
T102558,C128,284.84,8299,credit,0.0,True,0.0
T102559,C119,77.59,4511,pix_debit,0.025,False,0.0
T102560,C120,44.91,5411,credit,0.025,False,0.025
T102561,C105,608.74,5813,debit,0.028,False,0.028
T102562,C149,188.18,8011,credit,0.028,False,0.028
T102563,C134,402.37,4511,debit,0.03,False,0.03
T102564,C119,178.92,5941,pix_debit,0.025,False,0.0
T102565,C128,258.16,5941,pix_credit,0.0,True,0.0
T102566,C134,468.78,5813,pix_debit,0.03,False,0.0
T102567,C118,121.87,8011,credit,0.025,False,0.025
T102568,C143,740.67,4511,debit,0.028,False,0.028
T102569,C118,149.32,5411,debit,0.025,False,0.025
T102570,C131,34.0,5941,debit,0.03,False,0.03
T102571,C121,75.51,5941,voucher,0.03,False,0.03
T102572,C134,40.04,7512,credit,0.03,False,0.03
T102573,C124,45.39,8011,credit,0.03,False,0.03
T102574,C130,67.08,5941,pix_debit,0.0,True,0.0
T102575,C113,420.53,4511,pix_debit,0.028,False,0.0
T102576,C129,236.84,8299,voucher,0.03,False,0.0
T102577,C117,46.86,8299,credit,0.0,True,0.0
T102578,C145,134.01,5812,credit,0.028,False,0.028
T102579,C128,54.48,4511,credit,0.0,True,0.0
T102580,C130,500.6,4511,pix_credit,0.0,True,0.025
T102581,C129,250.94,5941,debit,0.03,False,0.03
T102582,C104,388.19,5941,credit,0.03,False,0.03
T102583,C138,371.59,8299,debit,0.03,False,0.0
T102584,C124,52.18,5411,pix_credit,0.03,False,0.03
T102585,C110,997.27,4511,credit,0.025,False,0.025
T102586,C115,96.83,5813,pix_credit,0.03,False,0.03
T102587,C110,283.35,8299,debit,0.025,False,0.0
T102588,C105,532.24,8011,credit,0.028,False,0.028
T102589,C123,380.17,5411,credit,0.025,False,0.025
T102590,C105,206.09,5813,credit,0.028,False,0.028
T102591,C117,242.83,7512,pix_credit,0.0,True,0.0
T102592,C126,66.12,5813,credit,0.03,False,0.03
T102593,C128,325.85,5812,credit,0.0,True,0.0
T102594,C138,411.34,5813,pix_debit,0.03,False,0.0
T102595,C108,216.04,8299,debit,0.03,False,0.0
T102596,C137,276.07,5813,credit,0.028,False,0.028
T102597,C133,346.21,5813,pix_debit,0.025,False,0.0
T102598,C121,56.8,5812,debit,0.03,False,0.03
T102599,C141,136.19,4511,pix_debit,0.0,True,0.0
T102600,C133,35.61,5411,credit,0.025,False,0.025
T102601,C127,277.47,7512,pix_debit,0.0,True,0.0
T102602,C120,80.03,5812,credit,0.025,False,0.025
T102603,C120,57.2,8299,voucher,0.025,False,0.0
T102604,C103,382.89,5411,credit,0.025,False,0.025
T102605,C120,153.17,7512,credit,0.025,False,0.025
T102606,C140,237.58,7512,pix_credit,0.025,False,0.025
T102607,C132,171.83,5941,credit,0.028,False,0.028
T102608,C129,185.77,5812,credit,0.03,False,0.03
T102609,C146,88.8,5411,pix_debit,0.028,False,0.0
T102610,C129,43.25,7512,debit,0.03,False,0.03
T102611,C113,366.6,5411,credit,0.028,False,0.028
T102612,C107,404.4,5411,credit,0.0,True,0.0
T102613,C109,618.41,8011,pix_credit,0.028,False,0.028
T102614,C106,233.19,5813,debit,0.025,False,0.025
T102615,C117,411.14,8011,pix_credit,0.0,True,0.0
T102616,C141,101.46,4511,debit,0.0,True,0.025
T102617,C148,115.24,5812,pix_credit,0.028,False,0.028
T102618,C125,104.0,4511,credit,0.025,False,0.025
T102619,C105,124.89,5813,pix_debit,0.028,False,0.0
T102620,C117,163.03,5813,credit,0.0,True,0.0
T102621,C126,87.91,5812,voucher,0.03,False,0.03
T102622,C138,327.15,5813,debit,0.03,False,0.03
T102623,C145,579.68,8011,credit,0.028,False,0.028
T102624,C114,60.99,8299,pix_credit,0.025,False,0.0
T102625,C126,101.66,8011,debit,0.03,False,0.03
T102626,C130,83.12,8011,pix_debit,0.0,True,0.0
T102627,C132,204.92,4511,debit,0.028,False,0.028
T102628,C145,104.36,5813,debit,0.028,False,0.028
T102629,C140,115.43,8299,credit,0.025,False,0.0
T102630,C134,368.22,8299,debit,0.03,False,0.0
T102631,C131,358.96,5411,debit,0.03,False,0.03
T102632,C113,560.52,8011,credit,0.028,False,0.028
T102633,C127,735.39,8011,credit,0.0,True,0.0
T102634,C113,512.23,5411,credit,0.028,False,0.028
T102635,C118,905.47,5813,debit,0.025,False,0.025
T102636,C116,182.86,7512,credit,0.03,False,0.03
T102637,C113,471.0,4511,pix_debit,0.028,False,0.0
T102638,C111,127.04,5813,credit,0.03,False,0.03
T102639,C133,26.21,7512,debit,0.025,False,0.025
T102640,C111,278.82,5411,credit,0.03,False,0.03
T102641,C143,105.56,4511,pix_credit,0.028,False,0.028
T102642,C120,92.52,7512,credit,0.025,False,0.025
T102643,C100,251.56,8011,pix_debit,0.03,False,0.0
T102644,C135,262.56,5813,credit,0.028,False,0.028
T102645,C142,430.66,5941,debit,0.0,True,0.0
T102646,C141,228.03,5941,debit,0.0,True,0.025
T102647,C100,67.58,8299,debit,0.03,False,0.0
T102648,C134,156.69,7512,pix_debit,0.03,False,0.0
T102649,C112,119.76,5812,debit,0.03,False,0.03
T102650,C102,212.21,8011,pix_debit,0.028,False,0.0
T102651,C128,715.93,7512,credit,0.0,True,0.0
T102652,C101,193.08,8011,pix_credit,0.028,False,0.028
T102653,C126,97.79,8299,debit,0.03,False,0.0
T102654,C118,365.49,5812,credit,0.025,False,0.025
T102655,C124,374.77,5812,debit,0.03,False,0.03
T102656,C114,205.43,7512,credit,0.025,False,0.025
T102657,C113,55.5,8011,credit,0.028,False,0.028
T102658,C113,171.8,5411,credit,0.028,False,0.028
T102659,C111,456.64,7512,debit,0.03,False,0.03
T102660,C132,166.02,4511,credit,0.028,False,0.028
T102661,C114,113.92,4511,credit,0.025,False,0.025
T102662,C117,147.67,5813,pix_credit,0.0,True,0.0
T102663,C130,62.48,7512,debit,0.0,True,0.025
T102664,C130,265.33000000000004,8011,debit,0.0,True,0.025
T102665,C123,115.31,5812,debit,0.025,False,0.025
T102666,C134,1427.98,4511,debit,0.03,False,0.03
T102667,C111,147.77,5812,debit,0.03,False,0.03
T102668,C110,141.96,5813,credit,0.025,False,0.025
T102669,C142,100.25,8299,debit,0.0,True,0.0
T102670,C136,491.01,5812,credit,0.028,False,0.028
T102671,C138,374.25,8299,voucher,0.03,False,0.0
T102672,C122,58.49,8011,credit,0.03,False,0.03
T102673,C143,84.74,5411,voucher,0.028,False,0.028
T102674,C107,83.86,5941,credit,0.0,True,0.0
T102675,C144,50.2,5941,credit,0.025,False,0.025
T102676,C145,145.5,5813,pix_credit,0.028,False,0.028
T102677,C144,1261.4,4511,pix_credit,0.025,False,0.025
T102678,C123,641.8,8299,credit,0.025,False,0.0
T102679,C115,127.24,5812,credit,0.03,False,0.03
T102680,C114,609.98,5941,credit,0.025,False,0.025
T102681,C111,155.51,8011,debit,0.03,False,0.03
T102682,C130,128.59,5812,credit,0.0,True,0.025
T102683,C131,132.56,5812,credit,0.03,False,0.03
T102684,C119,228.69,5941,pix_credit,0.025,False,0.025
T102685,C142,137.13,4511,credit,0.0,True,0.0
T102686,C106,276.36,8299,credit,0.025,False,0.0
T102687,C122,515.63,5813,debit,0.03,False,0.03
T102688,C108,25.880000000000003,5812,credit,0.03,False,0.03
T102689,C132,188.62,5411,debit,0.028,False,0.028
T102690,C147,850.8,4511,pix_debit,0.03,False,0.0
T102691,C113,816.62,8011,credit,0.028,False,0.028
T102692,C141,89.92,5941,pix_credit,0.0,True,0.025
T102693,C147,52.58,5941,pix_credit,0.03,False,0.03
T102694,C102,193.9,8299,debit,0.028,False,0.0
T102695,C114,370.28,5941,debit,0.025,False,0.025
T102696,C148,19.49,5411,credit,0.028,False,0.028
T102697,C139,322.66,5813,credit,0.0,True,0.0
T102698,C116,694.58,4511,credit,0.03,False,0.03
T102699,C128,140.81,5813,pix_debit,0.0,True,0.0
T102700,C106,94.72,4511,credit,0.025,False,0.025
T102701,C145,220.24,5411,voucher,0.028,False,0.028
T102702,C127,75.98,4511,credit,0.0,True,0.0
T102703,C143,73.97999999999999,5941,debit,0.028,False,0.028
T102704,C128,383.02,8299,credit,0.0,True,0.0
T102705,C135,488.72,4511,credit,0.028,False,0.028
T102706,C116,632.76,5941,credit,0.03,False,0.03
T102707,C110,157.63,8011,credit,0.025,False,0.025
T102708,C111,131.17000000000002,5813,debit,0.03,False,0.03
T102709,C116,357.91,8011,debit,0.03,False,0.03
T102710,C112,129.53,7512,debit,0.03,False,0.03
T102711,C126,70.7,5411,pix_debit,0.03,False,0.0
T102712,C132,143.78,8011,pix_debit,0.028,False,0.0
T102713,C119,478.86,5411,credit,0.025,False,0.025
T102714,C141,40.85,4511,credit,0.0,True,0.025
T102715,C140,573.41,5411,debit,0.025,False,0.025
T102716,C100,66.17,4511,credit,0.03,False,0.03
T102717,C120,59.47,5812,debit,0.025,False,0.025
T102718,C111,239.37,5411,debit,0.03,False,0.03
T102719,C121,67.38,5812,credit,0.03,False,0.03
T102720,C117,93.59,7512,debit,0.0,True,0.0
T102721,C127,31.52,5941,debit,0.0,True,0.0
T102722,C149,310.5,5812,pix_credit,0.028,False,0.028
T102723,C142,80.53,4511,debit,0.0,True,0.0
T102724,C105,312.9,5941,pix_credit,0.028,False,0.028
T102725,C136,404.04,7512,credit,0.028,False,0.028
T102726,C116,1889.6,8011,debit,0.03,False,0.03
T102727,C143,68.43,8299,credit,0.028,False,0.0
T102728,C101,59.7,4511,credit,0.028,False,0.028
T102729,C127,112.25,4511,pix_debit,0.0,True,0.0
T102730,C115,68.6,5812,credit,0.03,False,0.03
T102731,C139,108.5,8299,debit,0.0,True,0.0
T102732,C138,207.77,8299,debit,0.03,False,0.0
T102733,C133,144.36,7512,debit,0.025,False,0.025
T102734,C114,152.63,5411,pix_debit,0.025,False,0.0
T102735,C121,130.91,4511,debit,0.03,False,0.03
T102736,C110,430.3,7512,pix_debit,0.025,False,0.0
T102737,C109,103.18,5411,credit,0.028,False,0.028
T102738,C148,303.12,5812,debit,0.028,False,0.028
T102739,C100,277.42,4511,credit,0.03,False,0.03
T102740,C101,661.3,5812,pix_credit,0.028,False,0.028
T102741,C106,289.15,5813,pix_debit,0.025,False,0.0
T102742,C145,502.55,5813,credit,0.028,False,0.028
T102743,C120,164.71,5411,pix_debit,0.025,False,0.0
T102744,C113,27.06,8011,pix_debit,0.028,False,0.0
T102745,C137,240.19,4511,credit,0.028,False,0.028
T102746,C138,136.78,5813,debit,0.03,False,0.03
T102747,C117,75.96,8299,credit,0.0,True,0.0
T102748,C129,152.79,7512,credit,0.03,False,0.03
T102749,C126,89.64,5812,credit,0.03,False,0.03
T102750,C116,1152.0,5941,voucher,0.03,False,0.03
T102751,C108,170.22,7512,debit,0.03,False,0.03
T102752,C123,956.74,5812,debit,0.025,False,0.025
T102753,C118,30.5,8011,debit,0.025,False,0.025
T102754,C127,225.87,5813,debit,0.0,True,0.0
T102755,C142,181.07,5813,pix_debit,0.0,True,0.0
T102756,C108,127.28,5812,credit,0.03,False,0.03
T102757,C114,73.85,5941,debit,0.025,False,0.025
T102758,C131,77.68,5812,credit,0.03,False,0.03
T102759,C114,47.61,8299,credit,0.025,False,0.0
T102760,C104,211.77,5411,credit,0.03,False,0.03
T102761,C103,72.52000000000001,8011,debit,0.025,False,0.025
T102762,C125,151.02,4511,debit,0.025,False,0.025
T102763,C101,99.29,5813,credit,0.028,False,0.028
T102764,C109,354.49,5411,voucher,0.028,False,0.028
T102765,C100,71.17,8011,pix_debit,0.03,False,0.0
T102766,C133,63.63,8011,pix_debit,0.025,False,0.0
T102767,C128,384.21,5411,credit,0.0,True,0.0
T102768,C124,211.26,5941,voucher,0.03,False,0.03
T102769,C128,169.45,8299,voucher,0.0,True,0.0
T102770,C121,156.99,7512,credit,0.03,False,0.03
T102771,C147,135.87,5411,credit,0.03,False,0.03
T102772,C131,157.71,5941,pix_debit,0.03,False,0.0
T102773,C109,34.31,7512,debit,0.028,False,0.028
T102774,C101,108.38,8299,debit,0.028,False,0.0
T102775,C137,71.72,8011,debit,0.028,False,0.028
T102776,C111,205.68,8011,debit,0.03,False,0.03
T102777,C126,56.72,4511,debit,0.03,False,0.03
T102778,C146,498.61,8011,credit,0.028,False,0.028
T102779,C128,173.89,5812,credit,0.0,True,0.0
T102780,C149,162.87,5812,credit,0.028,False,0.028
T102781,C118,192.18,5941,voucher,0.025,False,0.025
T102782,C111,109.98,5812,pix_debit,0.03,False,0.0
T102783,C131,172.59,8299,pix_credit,0.03,False,0.0
T102784,C126,96.58,5941,credit,0.03,False,0.03
T102785,C110,56.59,8011,voucher,0.025,False,0.025
T102786,C147,579.19,7512,pix_credit,0.03,False,0.03
T102787,C129,219.57,5411,credit,0.03,False,0.03
T102788,C121,41.4,4511,pix_debit,0.03,False,0.0
T102789,C122,96.31,8299,credit,0.03,False,0.0
T102790,C142,104.42,8299,credit,0.0,True,0.0
T102791,C146,185.89,5813,debit,0.028,False,0.028
T102792,C146,359.79,8011,debit,0.028,False,0.028
T102793,C133,298.34,5813,credit,0.025,False,0.025
T102794,C112,580.65,7512,debit,0.03,False,0.03
T102795,C135,346.35,5813,credit,0.028,False,0.028
T102796,C114,134.19,8299,pix_debit,0.025,False,0.0
T102797,C119,141.91,7512,debit,0.025,False,0.025
T102798,C100,267.53,5813,voucher,0.03,False,0.03
T102799,C108,182.5,5941,pix_debit,0.03,False,0.0
T102800,C113,104.74,5411,credit,0.028,False,0.028
T102801,C129,1955.41,5812,pix_credit,0.03,False,0.03
T102802,C103,529.13,5813,pix_credit,0.025,False,0.025
T102803,C135,193.18,5812,debit,0.028,False,0.028
T102804,C101,116.63,5813,credit,0.028,False,0.028
T102805,C133,26.91,5411,debit,0.025,False,0.025
T102806,C109,653.19,5411,pix_debit,0.028,False,0.0
T102807,C134,728.05,7512,credit,0.03,False,0.03
T102808,C128,103.01,7512,pix_debit,0.0,True,0.0
T102809,C113,104.68,4511,voucher,0.028,False,0.028
T102810,C132,168.6,5941,debit,0.028,False,0.028
T102811,C112,188.48,8011,pix_debit,0.03,False,0.0
T102812,C113,355.06,7512,debit,0.028,False,0.028
T102813,C144,116.59,8011,debit,0.025,False,0.025
T102814,C120,611.62,8011,debit,0.025,False,0.025
T102815,C135,358.02,5813,credit,0.028,False,0.028
T102816,C145,294.48,5812,debit,0.028,False,0.028
T102817,C122,247.88,5812,pix_credit,0.03,False,0.03
T102818,C105,249.59,8299,debit,0.028,False,0.0
T102819,C124,246.13,4511,debit,0.03,False,0.03
T102820,C142,153.13,5941,credit,0.0,True,0.0
T102821,C123,611.7,8299,pix_debit,0.025,False,0.0
T102822,C124,286.78,4511,debit,0.03,False,0.03
T102823,C136,226.13,7512,credit,0.028,False,0.028
T102824,C140,406.71,5411,credit,0.025,False,0.025
T102825,C132,133.82999999999998,4511,debit,0.028,False,0.028
T102826,C124,52.06,5941,debit,0.03,False,0.03
T102827,C110,466.53,5813,pix_credit,0.025,False,0.025
T102828,C122,175.65,4511,pix_debit,0.03,False,0.0
T102829,C118,157.03,4511,pix_debit,0.025,False,0.0
T102830,C129,294.66,5812,debit,0.03,False,0.03
T102831,C136,274.5,5941,pix_debit,0.028,False,0.0
T102832,C130,322.45,8299,debit,0.0,True,0.0
T102833,C149,35.879999999999995,4511,credit,0.028,False,0.028
T102834,C100,577.49,5813,debit,0.03,False,0.03
T102835,C145,153.97,5813,pix_debit,0.028,False,0.0
T102836,C128,349.44,5941,pix_debit,0.0,True,0.0
T102837,C124,657.17,4511,credit,0.03,False,0.03
T102838,C102,344.6,5941,debit,0.028,False,0.028
T102839,C108,111.05,5813,debit,0.03,False,0.03
T102840,C107,811.79,7512,voucher,0.0,True,0.0
T102841,C104,86.97,5941,credit,0.03,False,0.03
T102842,C140,190.95,4511,credit,0.025,False,0.025
T102843,C125,144.77,5813,credit,0.025,False,0.025
T102844,C110,374.04,8011,credit,0.025,False,0.025
T102845,C122,431.65,5812,credit,0.03,False,0.03
T102846,C115,263.59000000000003,5813,credit,0.03,False,0.03
T102847,C149,164.18,5812,credit,0.028,False,0.028
T102848,C108,29.32,5411,credit,0.03,False,0.03
T102849,C115,42.68,8011,credit,0.03,False,0.03
T102850,C107,192.04,8011,credit,0.0,True,0.0
T102851,C118,178.44,5812,pix_credit,0.025,False,0.025
T102852,C101,1089.45,5941,credit,0.028,False,0.028
T102853,C145,39.58,5411,pix_debit,0.028,False,0.0
T102854,C137,147.35,5812,debit,0.028,False,0.028
T102855,C102,45.07,7512,pix_debit,0.028,False,0.0
T102856,C107,194.21,5813,debit,0.0,True,0.0
T102857,C117,422.51,5411,debit,0.0,True,0.0
T102858,C115,85.14,4511,credit,0.03,False,0.03
T102859,C138,163.0,8011,credit,0.03,False,0.03
T102860,C145,74.44,8299,debit,0.028,False,0.0
T102861,C115,89.11,5812,credit,0.03,False,0.03
T102862,C135,148.96,8011,pix_debit,0.028,False,0.0
T102863,C146,163.78,8011,debit,0.028,False,0.028
T102864,C104,266.29,8011,credit,0.03,False,0.03
T102865,C145,75.53,5812,pix_debit,0.028,False,0.0
T102866,C118,864.68,5812,debit,0.025,False,0.025
T102867,C105,82.04,7512,credit,0.028,False,0.028
T102868,C145,1970.11,7512,credit,0.028,False,0.028
T102869,C115,429.69,8011,debit,0.03,False,0.03
T102870,C125,122.49,4511,pix_debit,0.025,False,0.0
T102871,C105,57.23,7512,pix_debit,0.028,False,0.0
T102872,C135,144.41,7512,debit,0.028,False,0.028
T102873,C129,239.19,5812,credit,0.03,False,0.03
T102874,C143,141.99,8299,credit,0.028,False,0.0
T102875,C131,56.74,8011,credit,0.03,False,0.03
T102876,C136,88.95,5941,credit,0.028,False,0.028
T102877,C114,208.55,5411,credit,0.025,False,0.025
T102878,C101,70.46000000000001,5941,debit,0.028,False,0.028
T102879,C106,273.87,8299,credit,0.025,False,0.0
T102880,C111,64.68,5812,debit,0.03,False,0.03
T102881,C124,36.91,8011,credit,0.03,False,0.03
T102882,C122,187.06,4511,credit,0.03,False,0.03
T102883,C144,39.11,5941,pix_credit,0.025,False,0.025
T102884,C149,142.17,5812,pix_debit,0.028,False,0.0
T102885,C104,782.4,4511,debit,0.03,False,0.03
T102886,C129,79.24,4511,pix_debit,0.03,False,0.0
T102887,C114,75.61,5812,pix_credit,0.025,False,0.025
T102888,C142,548.22,4511,credit,0.0,True,0.0
T102889,C119,215.8,8299,credit,0.025,False,0.0
T102890,C144,110.41,8299,debit,0.025,False,0.0
T102891,C105,115.66,8011,pix_debit,0.028,False,0.0
T102892,C138,697.74,8011,credit,0.03,False,0.03
T102893,C137,129.35,5941,credit,0.028,False,0.028
T102894,C147,88.14,5812,debit,0.03,False,0.03
T102895,C111,437.79,4511,credit,0.03,False,0.03
T102896,C140,160.17,5812,debit,0.025,False,0.025
T102897,C124,90.57,4511,debit,0.03,False,0.03
T102898,C142,441.6,4511,credit,0.0,True,0.0
T102899,C138,110.84,5813,voucher,0.03,False,0.03
T102900,C121,14.83,7512,credit,0.03,False,0.03
T102901,C115,102.21,5813,pix_debit,0.03,False,0.0
T102902,C113,93.43,5813,credit,0.028,False,0.028
T102903,C102,41.510000000000005,4511,pix_debit,0.028,False,0.0
T102904,C133,43.69,5411,credit,0.025,False,0.025
T102905,C104,612.47,8299,pix_credit,0.03,False,0.0
T102906,C149,102.61,7512,debit,0.028,False,0.028
T102907,C117,223.2,5812,debit,0.0,True,0.0
T102908,C121,162.15,7512,debit,0.03,False,0.03
T102909,C109,725.53,8299,debit,0.028,False,0.0
T102910,C117,131.87,7512,pix_credit,0.0,True,0.0
T102911,C127,500.67,5941,debit,0.0,True,0.0
T102912,C147,41.54,8299,debit,0.03,False,0.0
T102913,C125,400.76,5411,pix_debit,0.025,False,0.0
T102914,C147,192.72,8011,credit,0.03,False,0.03
T102915,C149,206.44,5813,credit,0.028,False,0.028
T102916,C121,57.63,4511,credit,0.03,False,0.03
T102917,C120,898.9,5941,pix_debit,0.025,False,0.0
T102918,C143,46.6,8011,pix_debit,0.028,False,0.0
T102919,C137,111.86,5411,debit,0.028,False,0.028
T102920,C148,124.44,5812,credit,0.028,False,0.028
T102921,C149,102.21,5812,pix_credit,0.028,False,0.028
T102922,C102,874.94,5813,credit,0.028,False,0.028
T102923,C146,548.75,4511,pix_debit,0.028,False,0.0
T102924,C135,94.7,7512,credit,0.028,False,0.028
T102925,C123,181.42,5812,credit,0.025,False,0.025
T102926,C105,30.82,5812,debit,0.028,False,0.028
T102927,C110,127.0,7512,debit,0.025,False,0.025
T102928,C109,293.68,7512,debit,0.028,False,0.028
T102929,C131,63.53,5941,credit,0.03,False,0.03
T102930,C124,225.58,5812,pix_debit,0.03,False,0.0
T102931,C133,508.87,7512,credit,0.025,False,0.025
T102932,C102,158.73,8011,credit,0.028,False,0.028
T102933,C111,61.2,8011,debit,0.03,False,0.03
T102934,C106,147.28,5813,debit,0.025,False,0.025
T102935,C124,46.14,5812,credit,0.03,False,0.03
T102936,C126,104.27,5411,pix_debit,0.03,False,0.0
T102937,C141,775.15,8011,credit,0.0,True,0.025
T102938,C142,407.33,4511,credit,0.0,True,0.0
T102939,C120,1097.86,5941,credit,0.025,False,0.025
T102940,C135,329.72,5941,credit,0.028,False,0.028
T102941,C121,480.35,4511,voucher,0.03,False,0.03
T102942,C105,296.5,7512,pix_debit,0.028,False,0.0
T102943,C102,545.97,5813,credit,0.028,False,0.028
T102944,C146,99.88,5813,credit,0.028,False,0.028
T102945,C104,56.68,7512,pix_credit,0.03,False,0.03
T102946,C148,118.88,7512,credit,0.028,False,0.028
T102947,C104,204.94,4511,pix_credit,0.03,False,0.03
T102948,C133,129.81,5941,debit,0.025,False,0.025
T102949,C129,244.17,8011,pix_credit,0.03,False,0.03
T102950,C101,338.14,5812,credit,0.028,False,0.028
T102951,C106,116.94,5941,pix_debit,0.025,False,0.0
T102952,C118,98.0,5941,debit,0.025,False,0.025
T102953,C105,255.48,5941,debit,0.028,False,0.028
T102954,C132,175.2,5812,debit,0.028,False,0.028
T102955,C128,36.74,7512,debit,0.0,True,0.0
T102956,C131,773.87,5411,pix_debit,0.03,False,0.0
T102957,C122,271.25,8011,debit,0.03,False,0.03
T102958,C106,122.39,5812,credit,0.025,False,0.025
T102959,C114,79.33,7512,credit,0.025,False,0.025
T102960,C125,283.69,7512,credit,0.025,False,0.025
T102961,C149,147.37,5812,credit,0.028,False,0.028
T102962,C127,121.02,5813,debit,0.0,True,0.0
T102963,C139,90.44,8011,debit,0.0,True,0.0
T102964,C135,114.82,7512,pix_credit,0.028,False,0.028
T102965,C145,257.74,8011,credit,0.028,False,0.028
T102966,C112,40.120000000000005,7512,pix_debit,0.03,False,0.0
T102967,C132,519.98,5813,credit,0.028,False,0.028
T102968,C132,351.24,5941,debit,0.028,False,0.028
T102969,C133,68.15,5813,debit,0.025,False,0.025
T102970,C113,244.91,5411,pix_debit,0.028,False,0.0
T102971,C131,268.58,5941,credit,0.03,False,0.03
T102972,C100,145.67,7512,pix_debit,0.03,False,0.0
T102973,C127,188.55,8299,debit,0.0,True,0.0
T102974,C126,769.12,4511,debit,0.03,False,0.03
T102975,C114,116.08,4511,credit,0.025,False,0.025
T102976,C149,66.05,7512,credit,0.028,False,0.028
T102977,C145,306.38,5941,credit,0.028,False,0.028
T102978,C116,59.3,8299,pix_debit,0.03,False,0.0
T102979,C127,97.63,4511,credit,0.0,True,0.0
T102980,C115,197.76,5813,credit,0.03,False,0.03
