trans_id,taxa_cobrada_real
T103494,0.03
T103495,0.03
T103496,0.025
T103497,0.03
T103498,0.0
T103499,0.025
T103500,0.03
T103501,0.025
T103502,0.0
T103503,0.0
T103504,0.03
T103505,0.0
T103506,0.025
T103507,0.03
T103508,0.03
T103509,0.0
T103510,0.0
T103511,0.0
T103512,0.03
T103513,0.0
T103514,0.025
T103515,0.028
T103516,0.025
T103517,0.025
T103518,0.025
T103519,0.025
T103520,0.0
T103521,0.028
T103522,0.025
T103523,0.0
T103524,0.025
T103525,0.025
T103526,0.03
T103527,0.0
T103528,0.03
T103529,0.0
T103530,0.0
T103531,0.0
T103532,0.03
T103533,0.025
T103534,0.025
T103535,0.0
T103536,0.03
T103537,0.028
T103538,0.0
T103539,0.028
T103540,0.025
T103541,0.025
T103542,0.025
T103543,0.028
T103544,0.0
T103545,0.03
T103546,0.0
T103547,0.025
T103548,0.0
T103549,0.025
T103550,0.025
T103551,0.028
T103552,0.03
T103553,0.025
T103554,0.028
T103555,0.0
T103556,0.025
T103557,0.0
T103558,0.028
T103559,0.025
T103560,0.0
T103561,0.028
T103562,0.03
T103563,0.0
T103564,0.03
T103565,0.03
T103566,0.0
T103567,0.028
T103568,0.025
T103569,0.028
T103570,0.03
T103571,0.0
T103572,0.028
T103573,0.0
T103574,0.025
T103575,0.03
T103576,0.028
T103577,0.0
T103578,0.03
T103579,0.028
T103580,0.03
T103581,0.028
T103582,0.028
T103583,0.03
T103584,0.028
T103585,0.025
T103586,0.0
T103587,0.03
T103588,0.03
T103589,0.03
T103590,0.0
T103591,0.028
T103592,0.0
T103593,0.03
T103594,0.0
T103595,0.028
T103596,0.028
T103597,0.0
T103598,0.028
T103599,0.025
T103600,0.0
T103601,0.03
T103602,0.028
T103603,0.03
T103604,0.03
T103605,0.025
T103606,0.028
T103607,0.0
T103608,0.03
T103609,0.0
T103610,0.03
T103611,0.025
T103612,0.0
T103613,0.0
T103614,0.028
T103615,0.0
T103616,0.0
T103617,0.0
T103618,0.028
T103619,0.025
T103620,0.028
T103621,0.0
T103622,0.025
T103623,0.03
T103624,0.03
T103625,0.0
T103626,0.0
T103627,0.028
T103628,0.025
T103629,0.03
T103630,0.0
T103631,0.0
T103632,0.0
T103633,0.0
T103634,0.03
T103635,0.025
T103636,0.025
T103637,0.0
T103638,0.025
T103639,0.025
T103640,0.025
T103641,0.0
T103642,0.0
T103643,0.03
T103644,0.0
T103645,0.025
T103646,0.028
T103647,0.028
T103648,0.03
T103649,0.028
T103650,0.0
T103651,0.025
T103652,0.0
T103653,0.028
T103654,0.028
T103655,0.03
T103656,0.028
T103657,0.0
T103658,0.025
T103659,0.028
T103660,0.025
T103661,0.0
T103662,0.028
T103663,0.0
T103664,0.0
T103665,0.025
T103666,0.0
T103667,0.0
T103668,0.028
T103669,0.028
T103670,0.0
T103671,0.025
T103672,0.03
T103673,0.03
T103674,0.025
T103675,0.0
T103676,0.0
T103677,0.025
T103678,0.028
T103679,0.0
T103680,0.028
T103681,0.0
T103682,0.03
T103683,0.028
T103684,0.025
T103685,0.028
T103686,0.03
T103687,0.028
T103688,0.025
T103689,0.0
T103690,0.025
T103691,0.025
T103692,0.03
T103693,0.0
T103694,0.028
T103695,0.03
T103696,0.03
T103697,0.028
T103698,0.03
T103699,0.028
T103700,0.0
T103701,0.0
T103702,0.03
T103703,0.028
T103704,0.03
T103705,0.0
T103706,0.025
T103707,0.028
T103708,0.028
T103709,0.0
T103710,0.03
T103711,0.0
T103712,0.0
T103713,0.028
T103714,0.03
T103715,0.028
T103716,0.025
T103717,0.025
T103718,0.03
T103719,0.028
T103720,0.0
T103721,0.025
T103722,0.0
T103723,0.0
T103724,0.028
T103725,0.0
T103726,0.025
T103727,0.0
T103728,0.0
T103729,0.025
T103730,0.028
T103731,0.0
T103732,0.03
T103733,0.025
T103734,0.028
T103735,0.028
T103736,0.0
T103737,0.0
T103738,0.025
T103739,0.025
T103740,0.0
T103741,0.028
T103742,0.025
T103743,0.0
T103744,0.025
T103745,0.0
T103746,0.025
T103747,0.0
T103748,0.03
T103749,0.025
T103750,0.0
T103751,0.025
T103752,0.0
T103753,0.03
T103754,0.025
T103755,0.0
T103756,0.028
T103757,0.0
T103758,0.03
T103759,0.0
T103760,0.03
T103761,0.0
T103762,0.028
T103763,0.0
T103764,0.0
T103765,0.028
T103766,0.0
T103767,0.028
T103768,0.025
T103769,0.03
T103770,0.0
T103771,0.025
T103772,0.025
T103773,0.0
T103774,0.028
T103775,0.03
T103776,0.0
T103777,0.0
T103778,0.028
T103779,0.0
T103780,0.0
T103781,0.0
T103782,0.028
T103783,0.03
T103784,0.0
T103785,0.025
T103786,0.03
T103787,0.03
T103788,0.028
T103789,0.03
T103790,0.0
T103791,0.03
T103792,0.0
T103793,0.0
T103794,0.0
T103795,0.028
T103796,0.03
T103797,0.0
T103798,0.0
T103799,0.0
T103800,0.028
T103801,0.03
T103802,0.025
T103803,0.025
T103804,0.025
T103805,0.028
T103806,0.025
T103807,0.03
T103808,0.0
T103809,0.025
T103810,0.028
T103811,0.0
T103812,0.028
T103813,0.025
T103814,0.03
T103815,0.028
T103816,0.03
T103817,0.0
T103818,0.0
T103819,0.0
T103820,0.0
T103821,0.03
T103822,0.028
T103823,0.028
T103824,0.0
T103825,0.03
T103826,0.028
T103827,0.03
T103828,0.03
T103829,0.0
T103830,0.025
T103831,0.0
T103832,0.0
T103833,0.0
T103834,0.0
T103835,0.0
T103836,0.0
T103837,0.028
T103838,0.0
T103839,0.028
T103840,0.025
T103841,0.0
T103842,0.028
T103843,0.025
T103844,0.0
T103845,0.0
T103846,0.0
T103847,0.03
T103848,0.025
T103849,0.0
T103850,0.0
T103851,0.0
T103852,0.03
T103853,0.025
T103854,0.025
T103855,0.025
T103856,0.025
T103857,0.028
T103858,0.03
T103859,0.028
T103860,0.028
T103861,0.025
T103862,0.0
T103863,0.028
T103864,0.028
T103865,0.028
T103866,0.0
T103867,0.0
T103868,0.0
T103869,0.0
T103870,0.0
T103871,0.028
T103872,0.03
T103873,0.025
T103874,0.025
T103875,0.0
T103876,0.0
T103877,0.025
T103878,0.025
T103879,0.03
T103880,0.025
T103881,0.0
T103882,0.0
T103883,0.0
T103884,0.025
T103885,0.028
T103886,0.03
T103887,0.0
T103888,0.028
T103889,0.03
T103890,0.03
T103891,0.028
T103892,0.028
T103893,0.0
T103894,0.0
T103895,0.0
T103896,0.0
T103897,0.0
T103898,0.03
T103899,0.0
T103900,0.03
T103901,0.0
T103902,0.03
T103903,0.0
T103904,0.025
T103905,0.025
T103906,0.0
T103907,0.025
T103908,0.0
T103909,0.025
T103910,0.0
T103911,0.0
T103912,0.0
T103913,0.028
T103914,0.03
T103915,0.028
T103916,0.0
T103917,0.028
T103918,0.03
T103919,0.025
T103920,0.0
T103921,0.028
T103922,0.0
T103923,0.0
T103924,0.025
T103925,0.0
T103926,0.025
T103927,0.025
T103928,0.0
T103929,0.028
T103930,0.025
T103931,0.025
T103932,0.0
T103933,0.028
T103934,0.03
T103935,0.03
T103936,0.028
T103937,0.025
T103938,0.0
T103939,0.025
T103940,0.0
T103941,0.028
T103942,0.028
T103943,0.028
T103944,0.03
T103945,0.028
T103946,0.0
T103947,0.03
T103948,0.0
T103949,0.0
T103950,0.025
T103951,0.025
T103952,0.0
T103953,0.028
T103954,0.028
T103955,0.0
T103956,0.03
T103957,0.025
T103958,0.0
T103959,0.03
T103960,0.025
T103961,0.0
T103962,0.0
T103963,0.03
T103964,0.025
T103965,0.03
T103966,0.0
T103967,0.0
T103968,0.0
T103969,0.0
T103970,0.03
T103971,0.0
T103972,0.0
T103973,0.0
T103974,0.03
T103975,0.03
T103976,0.03
T103977,0.03
T103978,0.0
T103979,0.03
T103980,0.025
T103981,0.0
T103982,0.0
T103983,0.025
T103984,0.0
T103985,0.028
T103986,0.0
T103987,0.025
T103988,0.0
T103989,0.025
T103990,0.0
T103991,0.025
T103992,0.028
T103993,0.025
T103994,0.028
T103995,0.03
T103996,0.025
T103997,0.03
T103998,0.025
T103999,0.0
T104000,0.028
T104001,0.0
T104002,0.03
T104003,0.025
T104004,0.0
T104005,0.03
T104006,0.025
T104007,0.028
T104008,0.025
T104009,0.0
T104010,0.025
T104011,0.025
T104012,0.03
T104013,0.03
T104014,0.03
T104015,0.0
T104016,0.0
T104017,0.03
T104018,0.03
T104019,0.025
T104020,0.0
T104021,0.0
T104022,0.0
T104023,0.0
T104024,0.028
T104025,0.03
T104026,0.0
T104027,0.0
T104028,0.0
T104029,0.0
T104030,0.0
T104031,0.0
T104032,0.025
T104033,0.0
T104034,0.03
T104035,0.028
T104036,0.03
T104037,0.025
T104038,0.025
T104039,0.025
T104040,0.025
T104041,0.03
T104042,0.0
T104043,0.03
T104044,0.03
T104045,0.03
T104046,0.03
T104047,0.0
T104048,0.025
T104049,0.0
T104050,0.0
T104051,0.028
T104052,0.025
T104053,0.0
T104054,0.0
T104055,0.028
T104056,0.0
T104057,0.0
T104058,0.028
T104059,0.028
T104060,0.03
T104061,0.03
T104062,0.0
T104063,0.0
T104064,0.025
T104065,0.0
T104066,0.025
T104067,0.03
T104068,0.0
T104069,0.03
T104070,0.03
T104071,0.0
T104072,0.0
T104073,0.03
T104074,0.025
T104075,0.03
T104076,0.025
T104077,0.025
T104078,0.03
T104079,0.0
T104080,0.028
T104081,0.025
T104082,0.028
T104083,0.0
T104084,0.028
T104085,0.0
T104086,0.0
T104087,0.028
T104088,0.0
T104089,0.028
T104090,0.028
T104091,0.028
T104092,0.0
T104093,0.03
T104094,0.025
T104095,0.03
T104096,0.025
T104097,0.028
T104098,0.028
T104099,0.03
T104100,0.0
T104101,0.0
T104102,0.0
T104103,0.03
T104104,0.0
T104105,0.0
T104106,0.025
T104107,0.0
T104108,0.028
T104109,0.025
T104110,0.03
T104111,0.0
T104112,0.03
T104113,0.03
T104114,0.0
T104115,0.0
T104116,0.025
T104117,0.025
T104118,0.028
T104119,0.025
T104120,0.03
T104121,0.0
T104122,0.028
T104123,0.028
T104124,0.028
T104125,0.0
T104126,0.025
T104127,0.0
T104128,0.0
T104129,0.028
T104130,0.025
T104131,0.025
T104132,0.025
T104133,0.0
T104134,0.0
T104135,0.0
T104136,0.0
T104137,0.025
T104138,0.03
T104139,0.03
T104140,0.0
T104141,0.028
T104142,0.03
T104143,0.028
T104144,0.028
T104145,0.028
T104146,0.0
T104147,0.0
T104148,0.025
T104149,0.028
T104150,0.025
T104151,0.0
T104152,0.0
T104153,0.03
T104154,0.03
T104155,0.0
T104156,0.03
T104157,0.028
T104158,0.0
T104159,0.025
T104160,0.0
T104161,0.03
T104162,0.025
T104163,0.03
T104164,0.028
T104165,0.03
T104166,0.025
T104167,0.025
T104168,0.025
T104169,0.03
T104170,0.0
T104171,0.0
T104172,0.028
T104173,0.0
T104174,0.028
T104175,0.025
T104176,0.03
T104177,0.03
T104178,0.03
T104179,0.0
T104180,0.0
T104181,0.025
T104182,0.025
T104183,0.0
T104184,0.0
T104185,0.0
T104186,0.0
T104187,0.0
T104188,0.0
T104189,0.0
T104190,0.025
T104191,0.025
T104192,0.028
T104193,0.0
T104194,0.03
T104195,0.03
T104196,0.0
T104197,0.03
T104198,0.028
T104199,0.0
T104200,0.0
T104201,0.03
T104202,0.0
T104203,0.025
T104204,0.0
T104205,0.03
T104206,0.025
T104207,0.03
T104208,0.03
T104209,0.03
T104210,0.028
T104211,0.028
T104212,0.0
T104213,0.025
T104214,0.025
T104215,0.03
T104216,0.0
T104217,0.03
T104218,0.025
T104219,0.03
T104220,0.028
T104221,0.028
T104222,0.025
T104223,0.028
T104224,0.03
T104225,0.0
T104226,0.025
T104227,0.03
T104228,0.0
T104229,0.025
T104230,0.025
T104231,0.025
T104232,0.03
T104233,0.028
T104234,0.025
T104235,0.028
T104236,0.025
T104237,0.0
T104238,0.028
T104239,0.028
T104240,0.03
T104241,0.0
T104242,0.025
T104243,0.03
T104244,0.03
T104245,0.025
T104246,0.03
T104247,0.025
T104248,0.0
T104249,0.0
T104250,0.03
T104251,0.0
T104252,0.025
T104253,0.0
T104254,0.025
T104255,0.025
T104256,0.03
T104257,0.03
T104258,0.03
T104259,0.03
T104260,0.0
T104261,0.0
T104262,0.025
T104263,0.028
T104264,0.025
T104265,0.03
T104266,0.0
T104267,0.0
T104268,0.025
T104269,0.028
T104270,0.025
T104271,0.025
T104272,0.028
T104273,0.03
T104274,0.03
T104275,0.025
T104276,0.0
T104277,0.028
T104278,0.03
T104279,0.0
T104280,0.028
T104281,0.03
T104282,0.0
T104283,0.03
T104284,0.0
T104285,0.025
T104286,0.03
T104287,0.0
T104288,0.0
T104289,0.028
T104290,0.0
T104291,0.0
T104292,0.03
T104293,0.025
T104294,0.025
T104295,0.0
T104296,0.03
T104297,0.0
T104298,0.028
T104299,0.025
T104300,0.028
T104301,0.03
T104302,0.0
T104303,0.028
T104304,0.025
T104305,0.03
T104306,0.03
T104307,0.028
T104308,0.025
T104309,0.028
T104310,0.03
T104311,0.0
T104312,0.0
T104313,0.0
T104314,0.028
T104315,0.03
T104316,0.0
T104317,0.0
T104318,0.025
T104319,0.025
T104320,0.025
T104321,0.028
T104322,0.025
T104323,0.03
T104324,0.028
T104325,0.0
T104326,0.025
T104327,0.03
T104328,0.0
T104329,0.0
T104330,0.028
T104331,0.025
T104332,0.0
T104333,0.025
T104334,0.0
T104335,0.0
T104336,0.028
T104337,0.0
T104338,0.03
T104339,0.03
T104340,0.025
T104341,0.0
T104342,0.025
T104343,0.025
T104344,0.0
T104345,0.025
T104346,0.025
T104347,0.0
T104348,0.03
T104349,0.0
T104350,0.0
T104351,0.028
T104352,0.0
T104353,0.028
T104354,0.025
T104355,0.028
T104356,0.025
T104357,0.03
T104358,0.025
T104359,0.03
T104360,0.025
T104361,0.0
T104362,0.025
T104363,0.0
T104364,0.028
T104365,0.025
T104366,0.0
T104367,0.03
T104368,0.028
T104369,0.0
T104370,0.03
T104371,0.025
T104372,0.0
T104373,0.0
T104374,0.03
T104375,0.025
T104376,0.0
T104377,0.028
T104378,0.0
T104379,0.0
T104380,0.028
T104381,0.025
T104382,0.0
T104383,0.03
T104384,0.0
T104385,0.028
T104386,0.0
T104387,0.028
T104388,0.0
T104389,0.0
T104390,0.025
T104391,0.0
T104392,0.03
T104393,0.028
T104394,0.0
T104395,0.03
T104396,0.0
T104397,0.025
T104398,0.0
T104399,0.028
T104400,0.028
T104401,0.0
T104402,0.0
T104403,0.028
T104404,0.03
T104405,0.0
T104406,0.03
T104407,0.028
T104408,0.025
T104409,0.028
T104410,0.025
T104411,0.028
T104412,0.0
T104413,0.028
T104414,0.0
T104415,0.028
T104416,0.025
T104417,0.03
T104418,0.028
T104419,0.025
T104420,0.025
T104421,0.025
T104422,0.0
T104423,0.025
T104424,0.028
T104425,0.028
T104426,0.025
T104427,0.025
T104428,0.0
T104429,0.028
T104430,0.028
T104431,0.025
T104432,0.028
T104433,0.0
T104434,0.025
T104435,0.0
T104436,0.0
T104437,0.025
T104438,0.03
T104439,0.0
T104440,0.025
T104441,0.025
T104442,0.03
T104443,0.028
T104444,0.0
T104445,0.0
T104446,0.025
T104447,0.0
T104448,0.025
T104449,0.03
T104450,0.03
T104451,0.03
T104452,0.03
T104453,0.025
T104454,0.0
T104455,0.028
T104456,0.03
T104457,0.03
T104458,0.03
T104459,0.03
T104460,0.025
T104461,0.03
T104462,0.0
T104463,0.0
T104464,0.028
T104465,0.03
T104466,0.03
T104467,0.025
T104468,0.03
T104469,0.03
T104470,0.0
T104471,0.03
T104472,0.025
T104473,0.03
T104474,0.03
T104475,0.025
T104476,0.0
T104477,0.0
T104478,0.03
T104479,0.03
T104480,0.025
T104481,0.03
T104482,0.025
T104483,0.028
T104484,0.025
T104485,0.0
T104486,0.0
T104487,0.0
T104488,0.0
T104489,0.0
T104490,0.03
T104491,0.0
T104492,0.025
T104493,0.025
T104494,0.025
T104495,0.03
T104496,0.0
T104497,0.0
T104498,0.0
T104499,0.03
T104500,0.0
T104501,0.028
T104502,0.03
T104503,0.028
T104504,0.03
T104505,0.028
T104506,0.0
T104507,0.025
T104508,0.03
T104509,0.0
T104510,0.028
T104511,0.0
T104512,0.03
T104513,0.0
T104514,0.028
T104515,0.0
T104516,0.0
T104517,0.03
T104518,0.0
T104519,0.0
T104520,0.0
T104521,0.028
T104522,0.0
T104523,0.028
T104524,0.0
T104525,0.03
T104526,0.03
T104527,0.025
T104528,0.0
T104529,0.03
T104530,0.028
T104531,0.0
T104532,0.03
T104533,0.028
T104534,0.028
T104535,0.028
T104536,0.028
T104537,0.03
T104538,0.028
T104539,0.025
T104540,0.03
T104541,0.0
T104542,0.028
T104543,0.03
T104544,0.03
T104545,0.0
T104546,0.028
T104547,0.0
T104548,0.0
T104549,0.025
T104550,0.0
T104551,0.028
T104552,0.03
T104553,0.028
T104554,0.0
T104555,0.0
T104556,0.025
T104557,0.03
T104558,0.0
T104559,0.025
T104560,0.025
T104561,0.0
T104562,0.0
T104563,0.025
T104564,0.028
T104565,0.03
T104566,0.028
T104567,0.028
T104568,0.025
T104569,0.025
T104570,0.025
T104571,0.0
T104572,0.028
T104573,0.0
T104574,0.0
T104575,0.028
T104576,0.0
T104577,0.025
T104578,0.025
T104579,0.0
T104580,0.0
T104581,0.03
T104582,0.028
T104583,0.0
T104584,0.025
T104585,0.0
T104586,0.0
T104587,0.03
T104588,0.0
T104589,0.025
T104590,0.028
T104591,0.0
T104592,0.03
T104593,0.028
T104594,0.028
T104595,0.028
T104596,0.0
T104597,0.028
T104598,0.0
T104599,0.025
T104600,0.0
T104601,0.03
T104602,0.0
T104603,0.028
T104604,0.0
T104605,0.028
T104606,0.028
T104607,0.03
T104608,0.0
T104609,0.025
T104610,0.03
T104611,0.0
T104612,0.025
T104613,0.028
T104614,0.025
T104615,0.03
T104616,0.0
T104617,0.03
T104618,0.03
T104619,0.028
T104620,0.025
T104621,0.0
T104622,0.03
T104623,0.0
T104624,0.025
T104625,0.03
T104626,0.028
T104627,0.03
T104628,0.03
T104629,0.028
T104630,0.0
T104631,0.028
T104632,0.028
T104633,0.03
T104634,0.028
T104635,0.03
T104636,0.03
T104637,0.0
T104638,0.03
T104639,0.0
T104640,0.03
T104641,0.025
T104642,0.03
T104643,0.028
T104644,0.028
T104645,0.03
T104646,0.025
T104647,0.03
T104648,0.0
T104649,0.025
T104650,0.028
T104651,0.025
T104652,0.03
T104653,0.025
T104654,0.03
T104655,0.028
T104656,0.0
T104657,0.0
T104658,0.0
T104659,0.03
T104660,0.028
T104661,0.025
T104662,0.0
T104663,0.03
T104664,0.028
T104665,0.025
T104666,0.03
T104667,0.03
T104668,0.025
T104669,0.025
T104670,0.0
T104671,0.03
T104672,0.03
T104673,0.03
T104674,0.028
T104675,0.0
T104676,0.0
T104677,0.03
T104678,0.025
T104679,0.025
T104680,0.028
T104681,0.028
T104682,0.03
T104683,0.025
T104684,0.028
T104685,0.0
T104686,0.0
T104687,0.0
T104688,0.0
T104689,0.028
T104690,0.0
T104691,0.028
T104692,0.025
T104693,0.0
T104694,0.028
T104695,0.025
T104696,0.028
T104697,0.0
T104698,0.025
T104699,0.025
T104700,0.028
T104701,0.0
T104702,0.0
T104703,0.03
T104704,0.025
T104705,0.028
T104706,0.0
T104707,0.0
T104708,0.028
T104709,0.0
T104710,0.028
T104711,0.028
T104712,0.028
T104713,0.0
T104714,0.03
T104715,0.025
T104716,0.025
T104717,0.03
T104718,0.0
T104719,0.03
T104720,0.0
T104721,0.025
T104722,0.025
T104723,0.025
T104724,0.03
T104725,0.028
T104726,0.0
T104727,0.03
T104728,0.0
T104729,0.028
T104730,0.0
T104731,0.0
T104732,0.0
T104733,0.028
T104734,0.0
T104735,0.03
T104736,0.0
T104737,0.0
T104738,0.03
T104739,0.0
T104740,0.0
T104741,0.03
T104742,0.0
T104743,0.0
T104744,0.025
T104745,0.028
T104746,0.025
T104747,0.0
T104748,0.025
T104749,0.03
T104750,0.025
T104751,0.028
T104752,0.03
T104753,0.028
T104754,0.03
T104755,0.0
T104756,0.03
T104757,0.03
T104758,0.028
T104759,0.03
T104760,0.025
T104761,0.025
T104762,0.028
T104763,0.028
T104764,0.028
T104765,0.028
T104766,0.028
T104767,0.0
T104768,0.028
T104769,0.025
T104770,0.025
T104771,0.028
T104772,0.025
T104773,0.028
T104774,0.0
T104775,0.03
T104776,0.0
T104777,0.03
T104778,0.03
T104779,0.028
T104780,0.0
T104781,0.028
T104782,0.0
T104783,0.025
T104784,0.0
T104785,0.0
T104786,0.025
T104787,0.028
T104788,0.025
T104789,0.028
T104790,0.025
T104791,0.025
T104792,0.03
T104793,0.03
T104794,0.028
T104795,0.028
T104796,0.025
T104797,0.0
T104798,0.028
T104799,0.025
T104800,0.028
T104801,0.0
T104802,0.028
T104803,0.03
T104804,0.0
T104805,0.0
T104806,0.028
T104807,0.028
T104808,0.03
T104809,0.028
T104810,0.0
T104811,0.0
T104812,0.03
T104813,0.028
T104814,0.03
T104815,0.025
T104816,0.03
T104817,0.0
T104818,0.03
T104819,0.025
T104820,0.03
T104821,0.0
T104822,0.03
T104823,0.0
T104824,0.025
T104825,0.025
T104826,0.028
T104827,0.03
T104828,0.025
T104829,0.0
T104830,0.0
T104831,0.03
T104832,0.0
T104833,0.0
T104834,0.025
T104835,0.028
T104836,0.03
T104837,0.028
T104838,0.03
T104839,0.0
T104840,0.0
T104841,0.025
T104842,0.0
T104843,0.0
T104844,0.03
T104845,0.028
T104846,0.03
T104847,0.028
T104848,0.0
T104849,0.028
T104850,0.028
T104851,0.025
T104852,0.03
T104853,0.03
T104854,0.025
T104855,0.0
T104856,0.028
T104857,0.03
T104858,0.03
T104859,0.03
T104860,0.028
T104861,0.025
T104862,0.03
T104863,0.025
T104864,0.0
T104865,0.0
T104866,0.025
T104867,0.03
T104868,0.0
T104869,0.028
T104870,0.025
T104871,0.028
T104872,0.025
T104873,0.03
T104874,0.0
T104875,0.028
T104876,0.0
T104877,0.025
T104878,0.03
T104879,0.0
T104880,0.0
T104881,0.028
T104882,0.028
T104883,0.03
T104884,0.028
T104885,0.0
T104886,0.025
T104887,0.025
T104888,0.0
T104889,0.025
T104890,0.0
T104891,0.03
T104892,0.03
T104893,0.025
T104894,0.0
T104895,0.03
T104896,0.03
T104897,0.03
T104898,0.0
T104899,0.0
T104900,0.025
T104901,0.025
T104902,0.025
T104903,0.03
T104904,0.025
T104905,0.0
T104906,0.03
T104907,0.0
T104908,0.0
T104909,0.028
T104910,0.03
T104911,0.03
T104912,0.028
T104913,0.0
T104914,0.025
T104915,0.0
T104916,0.025
T104917,0.025
T104918,0.0
T104919,0.03
T104920,0.025
T104921,0.025
T104922,0.0
T104923,0.0
T104924,0.028
T104925,0.0
T104926,0.0
T104927,0.028
T104928,0.0
T104929,0.0
T104930,0.028
T104931,0.0
T104932,0.028
T104933,0.0
T104934,0.0
T104935,0.028
T104936,0.03
T104937,0.0
T104938,0.0
T104939,0.028
T104940,0.028
T104941,0.0
T104942,0.0
T104943,0.025
T104944,0.0
T104945,0.03
T104946,0.0
T104947,0.028
T104948,0.0
T104949,0.0
T104950,0.028
T104951,0.03
T104952,0.025
T104953,0.0
T104954,0.025
T104955,0.025
T104956,0.0
T104957,0.028
T104958,0.0
T104959,0.025
T104960,0.03
T104961,0.0
T104962,0.025
T104963,0.0
T104964,0.0
T104965,0.03
T104966,0.03
T104967,0.03
T104968,0.0
T104969,0.025
T104970,0.0
T104971,0.028
T104972,0.0
T104973,0.0
T104974,0.0
T104975,0.028
T104976,0.0
T104977,0.028
T104978,0.025
T104979,0.0
T104980,0.03
T104981,0.028
T104982,0.0
T104983,0.0
T104984,0.025
T104985,0.0
T104986,0.0
T104987,0.028
T104988,0.0
T104989,0.0
T104990,0.025
T104991,0.0
T104992,0.028
T104993,0.0
T104994,0.0
T104995,0.028
T104996,0.025
T104997,0.028
T104998,0.028
T104999,0.0
